location,event_stage,event_status,time,event_url,discipline_code,discipline
Genting Snow Park A & M Stadium,Men's Aerials Final 1,Finished,2022-02-16T19:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-aerials-fnl-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Aerials Final 2,Finished,2022-02-16T20:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-aerials-fnl-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Halfpipe Qualification Run 1,Finished,2022-02-17T09:30:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-halfpipe-qual.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Halfpipe Qualification Run 2,Finished,2022-02-17T10:21:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-halfpipe-qual.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Women's Ski Cross Seeding,Finished,2022-02-17T11:30:00+08:00,../../../en/results/freestyle-skiing/results-women-s-ski-cross-seed.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Halfpipe Qualification Run 1,Finished,2022-02-17T12:30:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-halfpipe-qual.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Halfpipe Qualification Run 2,Finished,2022-02-17T13:21:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-halfpipe-qual.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Women's Ski Cross 1/8 Finals,Finished,2022-02-17T14:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-ski-cross-8fnl.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Women's Ski Cross Quarterfinals,Finished,2022-02-17T14:35:00+08:00,../../../en/results/freestyle-skiing/results-women-s-ski-cross-qfnl.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Women's Ski Cross Semifinals,Finished,2022-02-17T14:54:00+08:00,../../../en/results/freestyle-skiing/results-women-s-ski-cross-sfnl.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Women's Ski Cross Small Final,Finished,2022-02-17T15:10:00+08:00,../../../en/results/freestyle-skiing/results-women-s-ski-cross-fnl-.htm,FRS,Freestyle Skiing
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/freestyle-skiing/results-women-s-ski-cross-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Halfpipe Final Run 1,Finished,2022-02-18T09:30:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-halfpipe-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Halfpipe Final Run 2,Finished,2022-02-18T09:58:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-halfpipe-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Halfpipe Final Run 3,Finished,2022-02-18T10:25:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-halfpipe-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Men's Ski Cross Seeding,Finished,2022-02-18T11:45:00+08:00,../../../en/results/freestyle-skiing/results-men-s-ski-cross-seed.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Men's Ski Cross 1/8 Finals,Finished,2022-02-18T14:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-ski-cross-8fnl.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Men's Ski Cross Quarterfinals,Finished,2022-02-18T14:35:00+08:00,../../../en/results/freestyle-skiing/results-men-s-ski-cross-qfnl.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Men's Ski Cross Semifinals,Finished,2022-02-18T14:54:00+08:00,../../../en/results/freestyle-skiing/results-men-s-ski-cross-sfnl.htm,FRS,Freestyle Skiing
Genting Snow Park P & X Stadium,Men's Ski Cross Small Final,Finished,2022-02-18T15:10:00+08:00,../../../en/results/freestyle-skiing/results-men-s-ski-cross-fnl-.htm,FRS,Freestyle Skiing
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/freestyle-skiing/results-men-s-ski-cross-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Halfpipe Final Run 1,Finished,2022-02-19T09:30:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-halfpipe-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Halfpipe Final Run 2,Finished,2022-02-19T09:58:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-halfpipe-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Halfpipe Final Run 3,Finished,2022-02-19T10:25:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-halfpipe-fnl-.htm,FRS,Freestyle Skiing
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-03T12:10:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000100-.htm,IHO,Ice Hockey
National Indoor Stadium,Women's Preliminary Round - Group A,Finished,2022-02-03T12:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000100-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-03T16:40:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group A,Finished,2022-02-03T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-04T12:10:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,IHO,Ice Hockey
National Indoor Stadium,Women's Preliminary Round - Group A,Finished,2022-02-04T12:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group A,Finished,2022-02-05T12:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000400-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-05T16:40:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000400-.htm,IHO,Ice Hockey
National Indoor Stadium,Women's Preliminary Round - Group B,Finished,2022-02-05T16:40:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000500-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group A,Finished,2022-02-05T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000500-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-06T16:40:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000600-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group A,Finished,2022-02-06T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000600-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group A,Finished,2022-02-07T13:15:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000700-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-07T16:40:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000700-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-07T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000800-.htm,IHO,Ice Hockey
National Indoor Stadium,Women's Preliminary Round - Group A,Finished,2022-02-07T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000800-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group A,Finished,2022-02-08T12:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-000900-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-08T16:40:00+08:00,../../../en/results/ice-hockey/results-women-gpb-000900-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Preliminary Round - Group B,Finished,2022-02-08T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,IHO,Ice Hockey
National Indoor Stadium,Women's Preliminary Round - Group A,Finished,2022-02-08T21:10:00+08:00,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group B,Finished,2022-02-09T16:40:00+08:00,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group B,Finished,2022-02-09T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpb-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group C,Finished,2022-02-10T12:10:00+08:00,../../../en/results/ice-hockey/results-men-gpc-000100-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group C,Finished,2022-02-10T16:40:00+08:00,../../../en/results/ice-hockey/results-men-gpc-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group A,Finished,2022-02-10T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpa-000100-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Men's Preliminary Round - Group A,Finished,2022-02-10T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpa-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group B,Finished,2022-02-11T12:10:00+08:00,../../../en/results/ice-hockey/results-men-gpb-000300-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Play-offs Quarterfinals,Finished,2022-02-11T12:10:00+08:00,../../../en/results/ice-hockey/results-women-qfnl-000100-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group B,Finished,2022-02-11T16:40:00+08:00,../../../en/results/ice-hockey/results-men-gpb-000400-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Men's Preliminary Round - Group C,Finished,2022-02-11T16:40:00+08:00,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group C,Finished,2022-02-11T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Play-offs Quarterfinals,Finished,2022-02-11T21:10:00+08:00,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group A,Finished,2022-02-12T12:10:00+08:00,../../../en/results/ice-hockey/results-men-gpa-000300-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Play-offs Quarterfinals,Finished,2022-02-12T12:10:00+08:00,../../../en/results/ice-hockey/results-women-qfnl-000300-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group A,Finished,2022-02-12T16:40:00+08:00,../../../en/results/ice-hockey/results-men-gpa-000400-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Play-offs Quarterfinals,Finished,2022-02-12T16:40:00+08:00,../../../en/results/ice-hockey/results-women-qfnl-000400-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group B,Finished,2022-02-12T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpb-000500-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Men's Preliminary Round - Group B,Finished,2022-02-12T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpb-000600-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group C,Finished,2022-02-13T12:10:00+08:00,../../../en/results/ice-hockey/results-men-gpc-000500-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group C,Finished,2022-02-13T16:40:00+08:00,../../../en/results/ice-hockey/results-men-gpc-000600-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Preliminary Round - Group A,Finished,2022-02-13T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpa-000500-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Men's Preliminary Round - Group A,Finished,2022-02-13T21:10:00+08:00,../../../en/results/ice-hockey/results-men-gpa-000600-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Play-offs Semifinals,Finished,2022-02-14T12:10:00+08:00,../../../en/results/ice-hockey/results-women-sfnl-000100-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Play-offs Semifinals,Finished,2022-02-14T21:10:00+08:00,../../../en/results/ice-hockey/results-women-sfnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Qualification Play-off,Finished,2022-02-15T12:10:00+08:00,../../../en/results/ice-hockey/results-men-8fnl-000100-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Men's Qualification Play-off,Finished,2022-02-15T12:10:00+08:00,../../../en/results/ice-hockey/results-men-8fnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Qualification Play-off,Finished,2022-02-15T16:40:00+08:00,../../../en/results/ice-hockey/results-men-8fnl-000300-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Qualification Play-off,Finished,2022-02-15T21:10:00+08:00,../../../en/results/ice-hockey/results-men-8fnl-000400-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Play-offs Quarterfinals,Finished,2022-02-16T12:10:00+08:00,../../../en/results/ice-hockey/results-men-qfnl-000100-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Men's Play-offs Quarterfinals,Finished,2022-02-16T14:00:00+08:00,../../../en/results/ice-hockey/results-men-qfnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Play-offs Quarterfinals,Finished,2022-02-16T16:40:00+08:00,../../../en/results/ice-hockey/results-men-qfnl-000300-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Bronze Medal Game,Finished,2022-02-16T19:30:00+08:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Play-offs Quarterfinals,Finished,2022-02-16T21:30:00+08:00,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,IHO,Ice Hockey
Wukesong Sports Centre,Women's Gold Medal Game,Finished,2022-02-17T12:10:00+08:00,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Play-offs Semifinals,Finished,2022-02-18T12:10:00+08:00,../../../en/results/ice-hockey/results-men-sfnl-000100-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Play-offs Semifinals,Finished,2022-02-18T21:10:00+08:00,../../../en/results/ice-hockey/results-men-sfnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Bronze Medal Game,Finished,2022-02-19T21:10:00+08:00,../../../en/results/ice-hockey/results-men-fnl-000200-.htm,IHO,Ice Hockey
National Indoor Stadium,Men's Gold Medal Game,Finished,2022-02-20T12:10:00+08:00,../../../en/results/ice-hockey/results-men-fnl-000100-.htm,IHO,Ice Hockey
Yanqing National Sliding Centre,Men's Singles Training Group A Run 1,Finished,2022-02-02T19:30:00+08:00,../../../en/results/luge/results-men-s-singles-trno-a00100-.htm,LUG,Luge
After Run 1,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-men-s-singles-trno-a00200-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Training Group B Run 1,Finished,2022-02-02T21:15:00+08:00,../../../en/results/luge/results-men-s-singles-trno-b00100-.htm,LUG,Luge
After Run 1,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-men-s-singles-trno-b00200-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Training Group B Run 3,Finished,2022-02-03T15:00:00+08:00,../../../en/results/luge/results-men-s-singles-trno-b00300-.htm,LUG,Luge
After Run 3,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-men-s-singles-trno-b00400-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Training Group A Run 3,Finished,2022-02-03T16:45:00+08:00,../../../en/results/luge/results-men-s-singles-trno-a00300-.htm,LUG,Luge
After Run 3,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-men-s-singles-trno-a00400-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Training Group A Run 1,Finished,2022-02-03T18:30:00+08:00,../../../en/results/luge/results-women-s-singles-trno-a00100-.htm,LUG,Luge
After Run 1,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-women-s-singles-trno-a00200-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Training Group B Run 1,Finished,2022-02-03T20:15:00+08:00,../../../en/results/luge/results-women-s-singles-trno-b00100-.htm,LUG,Luge
After Run 1,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-women-s-singles-trno-b00200-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Training Run 5,Finished,2022-02-04T09:06:00+08:00,../../../en/results/luge/results-men-s-singles-trno-000500-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Training Run 6,Finished,2022-02-04T10:52:00+08:00,../../../en/results/luge/results-men-s-singles-trno-000600-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Training Group B Run 3,Finished,2022-02-05T14:36:00+08:00,../../../en/results/luge/results-women-s-singles-trno-b00300-.htm,LUG,Luge
After Run 3,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-women-s-singles-trno-b00400-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Training Group A Run 3,Finished,2022-02-05T16:20:00+08:00,../../../en/results/luge/results-women-s-singles-trno-a00300-.htm,LUG,Luge
After Run 3,Yanqing National Sliding Centre,Finished,,../../../en/results/luge/results-women-s-singles-trno-a00400-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Run 1,Finished,2022-02-05T19:10:00+08:00,../../../en/results/luge/results-men-s-singles-fnl-000100-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Run 2,Finished,2022-02-05T20:50:00+08:00,../../../en/results/luge/results-men-s-singles-fnl-000200-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Training Run 5,Finished,2022-02-06T08:00:00+08:00,../../../en/results/luge/results-women-s-singles-trno-000500-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Training Run 6,Finished,2022-02-06T09:45:00+08:00,../../../en/results/luge/results-women-s-singles-trno-000600-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Training Run 1,Finished,2022-02-06T15:06:00+08:00,../../../en/results/luge/results-doubles-trno-000100-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Training Run 2,Finished,2022-02-06T16:24:00+08:00,../../../en/results/luge/results-doubles-trno-000200-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Run 3,Finished,2022-02-06T19:30:00+08:00,../../../en/results/luge/results-men-s-singles-fnl-000300-.htm,LUG,Luge
Yanqing National Sliding Centre,Men's Singles Run 4,Finished,2022-02-06T21:15:00+08:00,../../../en/results/luge/results-men-s-singles-fnl-000400-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Training Run 3,Finished,2022-02-07T16:00:00+08:00,../../../en/results/luge/results-doubles-trno-000300-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Training Run 4,Finished,2022-02-07T16:54:00+08:00,../../../en/results/luge/results-doubles-trno-000400-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Run 1,Finished,2022-02-07T19:50:00+08:00,../../../en/results/luge/results-women-s-singles-fnl-000100-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Run 2,Finished,2022-02-07T21:30:00+08:00,../../../en/results/luge/results-women-s-singles-fnl-000200-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Training Run 5,Finished,2022-02-08T09:30:00+08:00,../../../en/results/luge/results-doubles-trno-000500-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Training Run 6,Finished,2022-02-08T10:35:00+08:00,../../../en/results/luge/results-doubles-trno-000600-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Run 3,Finished,2022-02-08T19:50:00+08:00,../../../en/results/luge/results-women-s-singles-fnl-000300-.htm,LUG,Luge
Yanqing National Sliding Centre,Women's Singles Run 4,Finished,2022-02-08T21:35:00+08:00,../../../en/results/luge/results-women-s-singles-fnl-000400-.htm,LUG,Luge
Yanqing National Sliding Centre,Team Relay Training Men,Finished,2022-02-09T09:30:00+08:00,../../../en/results/luge/results-team-relay-trno-men001-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Run 1,Finished,2022-02-09T20:20:00+08:00,../../../en/results/luge/results-doubles-fnl-000100-.htm,LUG,Luge
Yanqing National Sliding Centre,Doubles Run 2,Finished,2022-02-09T21:35:00+08:00,../../../en/results/luge/results-doubles-fnl-000200-.htm,LUG,Luge
Yanqing National Sliding Centre,Team Relay Competition,Finished,2022-02-10T21:30:00+08:00,../../../en/results/luge/results-team-relay-fnl-000100-.htm,LUG,Luge
Zhangjiakou National Ski Jumping Centre,Gundersen Normal Hill/10km Official Training 1,Finished,2022-02-06T11:30:00+08:00,../../../en/results/nordic-combined/results-normal-hill-training-trno-0100sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,Gundersen Normal Hill/10km Official Training 2,Finished,2022-02-07T14:30:00+08:00,../../../en/results/nordic-combined/results-normal-hill-training-trno-0200sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,Gundersen Normal Hill/10km Official Training 3,Finished,2022-02-08T15:30:00+08:00,../../../en/results/nordic-combined/results-normal-hill-training-trno-0300sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,"Individual Gundersen Normal Hill/10km, Ski Jumping Trial Round",Finished,2022-02-09T15:00:00+08:00,../../../en/results/nordic-combined/results-individual-gundersen-normal-hill-10km-fnl-tr01sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,"Individual Gundersen Normal Hill/10km, Ski Jumping Competition Round",Finished,2022-02-09T16:00:00+08:00,../../../en/results/nordic-combined/results-individual-gundersen-normal-hill-10km-fnl-0001sj-.htm,NCB,Nordic Combined
Zhangjiakou National Cross-Country Skiing Centre,"Individual Gundersen Normal Hill/10km, Cross-Country",Finished,2022-02-09T19:00:00+08:00,../../../en/results/nordic-combined/results-individual-gundersen-normal-hill-10km-fnl-0001cc-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,Gundersen Large Hill/10km Official Training 1,Finished,2022-02-12T14:00:00+08:00,../../../en/results/nordic-combined/results-large-hill-training-trno-0100sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,Gundersen Large Hill/10km Official Training 2,Finished,2022-02-13T15:00:00+08:00,../../../en/results/nordic-combined/results-large-hill-training-trno-0200sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,Gundersen Large Hill/10km Official Training 3,Finished,2022-02-14T14:00:00+08:00,../../../en/results/nordic-combined/results-large-hill-training-trno-0300sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,"Individual Gundersen Large Hill/10km, Ski Jumping Trial Round",Finished,2022-02-15T15:00:00+08:00,../../../en/results/nordic-combined/results-individual-gundersen-large-hill-10km-fnl-tr01sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,"Individual Gundersen Large Hill/10km, Ski Jumping Competition Round",Finished,2022-02-15T16:00:00+08:00,../../../en/results/nordic-combined/results-individual-gundersen-large-hill-10km-fnl-0001sj-.htm,NCB,Nordic Combined
Zhangjiakou National Cross-Country Skiing Centre,"Individual Gundersen Large Hill/10km, Cross-Country",Finished,2022-02-15T18:30:00+08:00,../../../en/results/nordic-combined/results-individual-gundersen-large-hill-10km-fnl-0001cc-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,Gundersen Large Hill/10km Official Training 4,Finished,2022-02-16T15:00:00+08:00,../../../en/results/nordic-combined/results-large-hill-training-trno-0400sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,"Team Gundersen Large Hill/4x5km, Ski Jumping Trial Round",Finished,2022-02-17T15:00:00+08:00,../../../en/results/nordic-combined/results-team-gundersen-large-hill-4x5km-fnl-tr01sj-.htm,NCB,Nordic Combined
Zhangjiakou National Ski Jumping Centre,"Team Gundersen Large Hill/4x5km, Ski Jumping Competition Round",Finished,2022-02-17T16:00:00+08:00,../../../en/results/nordic-combined/results-team-gundersen-large-hill-4x5km-fnl-0001sj-.htm,NCB,Nordic Combined
Zhangjiakou National Cross-Country Skiing Centre,"Team Gundersen Large Hill/4x5km, Cross-Country",Finished,2022-02-17T19:00:00+08:00,../../../en/results/nordic-combined/results-team-gundersen-large-hill-4x5km-fnl-0001cc-.htm,NCB,Nordic Combined
Capital Indoor Stadium,Women's 500m - Heats,Finished,2022-02-05T19:00:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-500m-heat.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1000m - Heats,Finished,2022-02-05T19:38:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1000m-heat.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Mixed Team Relay - Quarterfinals,Finished,2022-02-05T20:32:00+08:00,../../../en/results/short-track-speed-skating/results-mixed-team-relay-qfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Mixed Team Relay - Semifinals,Finished,2022-02-05T21:00:00+08:00,../../../en/results/short-track-speed-skating/results-mixed-team-relay-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Mixed Team Relay - Final B,Finished,2022-02-05T21:25:00+08:00,../../../en/results/short-track-speed-skating/results-mixed-team-relay-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Mixed Team Relay - Final A,Finished,2022-02-05T21:32:00+08:00,../../../en/results/short-track-speed-skating/results-mixed-team-relay-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 500m - Quarterfinals,Finished,2022-02-07T19:30:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-500m-qfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1000m - Quarterfinals,Finished,2022-02-07T19:44:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1000m-qfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 500m - Semifinals,Finished,2022-02-07T20:23:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-500m-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1000m - Semifinals,Finished,2022-02-07T20:30:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1000m-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 500m - Final B,Finished,2022-02-07T20:50:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 500m - Final A,Finished,2022-02-07T20:53:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1000m - Final B,Finished,2022-02-07T21:00:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1000m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1000m - Final A,Finished,2022-02-07T21:04:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1000m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1500m - Quarterfinals,Finished,2022-02-09T19:00:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1500m-qfnl.htm,STK,Short Track Speed Skating
