No.,Name,Position,G,A,P,PIM,TS,+/-,TOT,SHF,AVG,Sh_Period_1,Time_On_Ice_Period_1,Sh_Period_2,Time_On_Ice_Period_2,Sh_Period_3,Time_On_Ice_Period_3,url_game,team,Sh_OverTime,Time_On_Ice_OverTime
81,LENNSTROM TLENNSTROM Theodor,D,0.0,0.0,0.0,2.0,0.0,-1.0,8:13,13.0,0:37,0.0,0:00,0.0,4:02,0.0,4:11,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Sweden,,
33,HULTSTROM LHULTSTROM Linus,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Sweden,,
34,BRODIN DBRODIN Daniel,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Sweden,,
39,REIDEBORN AREIDEBORN Adam,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Sweden,,
30,TOMEK MTOMEK Matej,GK,0.0,0.0,0.0,0.0,0.0,,20:00,,20:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
24,RYBAR PRYBAR Patrik,GK,0.0,0.0,0.0,0.0,0.0,,38:55,,38:55,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
13,JURCO TJURCO Tomas,F,0.0,0.0,0.0,0.0,4.0,-2.0,17:56,24.0,0:44,1.0,5:20,2.0,6:33,1.0,6:03,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
14,CERESNAK PCERESNAK Peter,D,0.0,0.0,0.0,0.0,3.0,-2.0,19:12,26.0,0:44,1.0,6:02,1.0,5:41,1.0,7:29,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
27,HRIVIK MHRIVIK Marek,F,0.0,0.0,0.0,2.0,4.0,-2.0,20:55,25.0,0:50,3.0,4:54,1.0,9:19,0.0,6:42,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
34,CEHLARIK PCEHLARIK Peter,F,0.0,0.0,0.0,0.0,4.0,-2.0,21:14,26.0,0:49,1.0,4:51,2.0,9:24,1.0,6:59,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
65,CAJKOVSKY MCAJKOVSKY Michal,D,0.0,0.0,0.0,0.0,1.0,-1.0,15:28,21.0,0:44,1.0,6:08,0.0,5:07,0.0,4:13,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
5,NEMEC SNEMEC Simon,D,0.0,1.0,1.0,2.0,2.0,0.0,15:56,21.0,0:45,0.0,4:03,2.0,6:30,0.0,5:23,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
49,TAKAC STAKAC Samuel,F,0.0,0.0,0.0,0.0,0.0,-1.0,10:14,14.0,0:43,0.0,3:32,0.0,3:37,0.0,3:05,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
52,MARINCIN MMARINCIN Martin,D,0.0,0.0,0.0,0.0,1.0,0.0,22:28,28.0,0:48,0.0,8:26,1.0,7:08,0.0,6:54,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
79,HUDACEK LHUDACEK Libor,F,0.0,0.0,0.0,0.0,5.0,-2.0,13:55,16.0,0:52,0.0,3:59,4.0,5:29,1.0,4:27,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
89,HOLESINSKY AHOLESINSKY Adrian,F,0.0,0.0,0.0,0.0,0.0,-1.0,11:10,15.0,0:44,0.0,3:38,0.0,4:17,0.0,3:15,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
12,KELEMEN MKELEMEN Milos,F,0.0,0.0,0.0,2.0,2.0,0.0,10:08,17.0,0:35,2.0,3:55,0.0,2:08,0.0,4:05,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
19,KRISTOF MKRISTOF Michal,F,0.0,0.0,0.0,0.0,1.0,0.0,17:18,21.0,0:49,0.0,5:36,0.0,4:48,1.0,6:54,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
22,KNAZKO SKNAZKO Samuel,D,0.0,0.0,0.0,0.0,1.0,-1.0,13:24,19.0,0:42,0.0,4:37,1.0,3:20,0.0,5:27,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
25,ZUZIN PZUZIN Peter,F,0.0,0.0,0.0,0.0,2.0,0.0,13:53,17.0,0:49,0.0,4:57,2.0,4:59,0.0,3:57,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
28,GERNAT MGERNAT Martin,D,0.0,0.0,0.0,0.0,4.0,0.0,14:11,20.0,0:42,2.0,5:53,0.0,3:29,2.0,4:49,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
20,SLAFKOVSKY JSLAFKOVSKY Juraj,F,1.0,0.0,1.0,0.0,5.0,1.0,13:39,18.0,0:45,2.0,5:12,0.0,3:30,3.0,4:57,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
40,ROMAN MROMAN Milos,F,0.0,0.0,0.0,0.0,1.0,1.0,13:32,19.0,0:42,1.0,5:22,0.0,3:29,0.0,4:41,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
44,ROSANDIC MROSANDIC Mislav,D,0.0,0.0,0.0,2.0,0.0,0.0,10:49,17.0,0:38,0.0,4:57,0.0,3:05,0.0,2:47,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
87,REGENDA PREGENDA Pavol,F,0.0,0.0,0.0,4.0,1.0,1.0,11:48,18.0,0:39,0.0,4:41,0.0,2:37,1.0,4:30,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
88,POSPISIL KPOSPISIL Kristian,F,0.0,0.0,0.0,0.0,0.0,0.0,1:37,1.0,1:37,0.0,0:00,0.0,1:37,0.0,0:00,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
42,KONRAD BKONRAD Branislav,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
56,DANO MDANO Marko,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
71,DALOGA MDALOGA Marek,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000300-.htm,Slovakia,,
74,PUNNENOVS IPUNNENOVS Ivars,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
98,KALNINS JKALNINS Janis,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
9,KRASTENBERGS RKRASTENBERGS Renars,F,0.0,1.0,1.0,0.0,1.0,-1.0,18:22,27.0,0:40,1.0,6:07,0.0,5:03,0.0,7:12,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
18,ABOLS RABOLS Rodrigo,F,1.0,0.0,1.0,0.0,2.0,-1.0,18:53,31.0,0:36,0.0,5:42,1.0,7:05,1.0,6:06,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
27,CIBULSKIS OCIBULSKIS Oskars,D,0.0,0.0,0.0,0.0,0.0,-3.0,19:50,31.0,0:38,0.0,4:08,0.0,8:33,0.0,7:09,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
29,FREIBERGS RFREIBERGS Ralfs,D,0.0,0.0,0.0,0.0,0.0,-2.0,12:22,20.0,0:37,0.0,4:24,0.0,4:15,0.0,3:43,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
91,KENINS RKENINS Ronalds,F,0.0,0.0,0.0,0.0,1.0,-1.0,16:59,24.0,0:42,1.0,7:21,0.0,5:23,0.0,4:15,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
10,DARZINS LDARZINS Lauris,F,0.0,0.0,0.0,0.0,0.0,0.0,1:32,2.0,0:46,0.0,1:32,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
16,DAUGAVINS KDAUGAVINS Kaspars,F,0.0,0.0,0.0,0.0,2.0,-2.0,17:34,23.0,0:45,1.0,5:35,1.0,5:51,0.0,6:08,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
55,MAMCICS RMAMCICS Roberts,D,0.0,0.0,0.0,0.0,2.0,0.0,16:26,28.0,0:35,1.0,6:04,1.0,5:14,0.0,5:08,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
70,INDRASIS MINDRASIS Miks,F,0.0,0.0,0.0,0.0,1.0,-2.0,18:27,22.0,0:50,0.0,6:08,0.0,7:41,1.0,4:38,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
72,JAKS JJAKS Janis,D,0.0,0.0,0.0,0.0,1.0,0.0,16:09,25.0,0:38,1.0,7:17,0.0,4:14,0.0,4:38,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
26,BALINSKIS UJBALINSKIS Uvis Janis,D,0.0,0.0,0.0,0.0,3.0,0.0,16:44,24.0,0:41,1.0,6:03,0.0,5:54,2.0,4:47,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
69,JELISEJEVS NJELISEJEVS Nikolajs,F,0.0,0.0,0.0,0.0,0.0,0.0,14:52,21.0,0:42,0.0,6:01,0.0,4:54,0.0,3:57,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
77,ZILE KRZILE Kristaps Roberts,D,0.0,0.0,0.0,0.0,1.0,0.0,17:21,26.0,0:40,0.0,6:46,1.0,4:50,0.0,5:45,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
87,MEIJA GMEIJA Gints,F,0.0,0.0,0.0,2.0,1.0,0.0,11:38,18.0,0:38,0.0,4:44,1.0,2:54,0.0,4:00,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
95,BATNA OBATNA Oskars,F,0.0,0.0,0.0,0.0,0.0,0.0,15:52,24.0,0:39,0.0,4:15,0.0,6:29,0.0,5:08,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
14,BUKARTS RBUKARTS Rihards,F,0.0,0.0,0.0,0.0,4.0,0.0,13:20,22.0,0:36,3.0,5:20,0.0,3:51,1.0,4:09,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
17,DZIERKALS MDZIERKALS Martins,F,0.0,0.0,0.0,0.0,0.0,0.0,12:31,20.0,0:37,0.0,4:22,0.0,4:04,0.0,4:05,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
24,OZOLS POZOLS Patriks,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
32,KULDA AKULDA Arturs,D,0.0,0.0,0.0,0.0,0.0,-1.0,16:48,26.0,0:38,0.0,3:31,0.0,6:44,0.0,6:33,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
73,SMIRNOVS DSMIRNOVS Deniss,F,0.0,1.0,1.0,0.0,1.0,-2.0,16:36,24.0,0:41,0.0,3:48,1.0,6:18,0.0,6:30,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
15,KARSUMS MKARSUMS Martins,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
25,DZERINS ADZERINS Andris,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
48,SEJEJS NSEJEJS Nauris,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
50,GUDLEVSKIS KGUDLEVSKIS Kristers,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Latvia,,
35,TUOHIMAA FTUOHIMAA Frans,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
29,SATERI HSATERI Harri,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
4,LEHTONEN MLEHTONEN Mikko,D,0.0,1.0,1.0,2.0,5.0,2.0,23:31,35.0,0:40,1.0,7:39,3.0,9:14,1.0,6:38,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
38,HIETANEN JHIETANEN Juuso,D,0.0,1.0,1.0,0.0,0.0,2.0,15:44,23.0,0:41,0.0,6:09,0.0,5:49,0.0,3:46,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
60,GRANLUND MGRANLUND Markus,F,0.0,0.0,0.0,0.0,1.0,0.0,3:58,4.0,0:59,1.0,3:58,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
65,MANNINEN SMANNINEN Sakari,F,0.0,0.0,0.0,0.0,1.0,0.0,15:25,19.0,0:48,0.0,5:13,0.0,5:37,1.0,4:35,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
70,HARTIKAINEN THARTIKAINEN Teemu,F,0.0,0.0,0.0,0.0,1.0,0.0,16:14,24.0,0:40,0.0,5:16,1.0,5:48,0.0,5:10,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
40,LINDBOHM PLINDBOHM Petteri,D,0.0,1.0,1.0,0.0,3.0,1.0,16:06,23.0,0:42,1.0,6:48,1.0,4:37,1.0,4:41,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
42,VATANEN SVATANEN Sami,D,0.0,0.0,0.0,2.0,2.0,0.0,19:26,26.0,0:44,2.0,6:00,0.0,6:51,0.0,6:35,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
51,FILPPULA VFILPPULA Valtteri,F,0.0,0.0,0.0,0.0,0.0,0.0,17:10,20.0,0:51,0.0,4:38,0.0,6:41,0.0,5:51,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
81,PAKARINEN IPAKARINEN Iiro,F,0.0,0.0,0.0,0.0,3.0,0.0,14:53,19.0,0:47,1.0,4:19,1.0,5:30,1.0,5:04,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
82,PESONEN HPESONEN Harri,F,0.0,0.0,0.0,0.0,4.0,0.0,17:50,20.0,0:53,2.0,4:44,0.0,6:46,2.0,6:20,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
2,POKKA VPOKKA Ville,D,0.0,0.0,0.0,0.0,2.0,0.0,15:41,22.0,0:42,1.0,5:47,1.0,4:16,0.0,5:38,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
15,AALTONEN MAALTONEN Miro,F,0.0,0.0,0.0,0.0,2.0,2.0,14:42,21.0,0:42,0.0,4:06,2.0,4:40,0.0,5:56,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
25,RAJALA TRAJALA Toni,F,0.0,0.0,0.0,0.0,5.0,0.0,15:01,22.0,0:40,4.0,5:03,1.0,5:04,0.0,4:54,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
28,NATTINEN JNATTINEN Joonas,F,0.0,1.0,1.0,0.0,1.0,2.0,11:46,19.0,0:37,0.0,5:05,1.0,3:19,0.0,3:22,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
55,OHTAMAA AOHTAMAA Atte,D,0.0,1.0,1.0,0.0,1.0,0.0,11:53,17.0,0:41,0.0,2:09,1.0,3:53,0.0,5:51,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
12,ANTTILA MANTTILA Marko,F,1.0,0.0,1.0,0.0,1.0,1.0,14:28,21.0,0:41,0.0,5:20,0.0,3:55,1.0,5:13,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
13,KEMILAINEN VKEMILAINEN Valtteri,D,1.0,0.0,1.0,0.0,2.0,1.0,15:50,21.0,0:45,0.0,5:52,2.0,5:10,0.0,4:48,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
24,BJORNINEN HBJORNINEN Hannes,F,0.0,0.0,0.0,0.0,0.0,1.0,14:55,20.0,0:44,0.0,5:05,0.0,4:04,0.0,5:46,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
71,KOMAROV LKOMAROV Leo,F,1.0,0.0,1.0,0.0,1.0,2.0,7:46,12.0,0:38,0.0,0:44,0.0,4:09,1.0,2:53,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
80,MAENALANEN SMAENALANEN Saku,F,0.0,1.0,1.0,0.0,3.0,1.0,12:27,20.0,0:37,0.0,3:56,1.0,3:59,2.0,4:32,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
3,FRIMAN NFRIMAN Niklas,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
20,OJAMAKI NOJAMAKI Niko,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
45,OLKINUORA JOLKINUORA Jussi,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpc-000400-.htm,Finland,,
35,DESBIENS ARDESBIENS Ann-Renee,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
38,MASCHMEYER EMASCHMEYER Emerance,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
3,LAROCQUE JLAROCQUE Jocelyne,D,0.0,1.0,1.0,0.0,1.0,2.0,17:55,27.0,0:39,0.0,7:17,1.0,5:51,0.0,4:47,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
14,FAST RFAST Renata,D,0.0,2.0,2.0,0.0,2.0,2.0,17:32,27.0,0:38,1.0,8:01,0.0,3:54,1.0,5:37,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
19,JENNER BJENNER Brianne,F,3.0,0.0,3.0,2.0,8.0,4.0,13:41,22.0,0:37,4.0,5:26,3.0,4:50,1.0,3:25,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
20,NURSE SNURSE Sarah,F,0.0,4.0,4.0,2.0,2.0,4.0,15:18,24.0,0:38,0.0,5:29,1.0,4:42,1.0,5:07,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
29,POULIN MPPOULIN Marie-Philip,F,0.0,4.0,4.0,0.0,4.0,4.0,13:33,20.0,0:40,0.0,5:05,2.0,5:12,2.0,3:16,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
6,JOHNSTON RJOHNSTON Rebecca,F,0.0,1.0,1.0,0.0,4.0,0.0,15:22,23.0,0:40,1.0,3:35,1.0,6:45,2.0,5:02,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
23,AMBROSE EAMBROSE Erin,D,1.0,1.0,2.0,0.0,4.0,3.0,16:27,28.0,0:35,1.0,6:05,3.0,5:29,0.0,4:53,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
26,CLARK ECLARK Emily,F,1.0,0.0,1.0,0.0,3.0,0.0,16:06,26.0,0:37,0.0,5:30,2.0,5:18,1.0,5:18,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
40,TURNBULL BTURNBULL Blayre,F,1.0,0.0,1.0,0.0,1.0,1.0,17:59,30.0,0:35,0.0,5:35,1.0,5:39,0.0,6:45,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
42,THOMPSON CTHOMPSON Claire,D,0.0,3.0,3.0,0.0,1.0,3.0,15:35,28.0,0:33,1.0,5:00,0.0,5:26,0.0,5:09,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
10,FILLIER SFILLIER Sarah,F,3.0,0.0,3.0,0.0,7.0,2.0,13:01,19.0,0:41,3.0,4:31,1.0,5:11,3.0,3:19,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
21,BELL ABELL Ashton,D,0.0,1.0,1.0,0.0,5.0,1.0,16:10,27.0,0:35,1.0,3:23,1.0,5:47,3.0,7:00,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
24,SPOONER NSPOONER Natalie,F,1.0,1.0,2.0,0.0,3.0,2.0,13:19,20.0,0:39,0.0,4:09,2.0,5:12,1.0,3:58,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
28,ZANDEE-HART MZANDEE-HART Micah,D,0.0,2.0,2.0,2.0,3.0,2.0,19:44,31.0,0:38,1.0,6:32,1.0,6:34,1.0,6:38,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
47,RATTRAY JLRATTRAY Jamie Lee,F,1.0,1.0,2.0,0.0,6.0,2.0,11:28,19.0,0:36,5.0,3:39,0.0,4:13,1.0,3:36,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
7,STACEY LSTACEY Laura,F,0.0,0.0,0.0,0.0,1.0,1.0,13:39,19.0,0:43,1.0,4:17,0.0,4:04,0.0,5:18,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
11,SAULNIER JSAULNIER Jill,F,0.0,1.0,1.0,0.0,0.0,1.0,14:34,23.0,0:38,0.0,3:51,0.0,4:18,0.0,6:25,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
17,SHELTON ESHELTON Ella,D,0.0,0.0,0.0,2.0,1.0,1.0,13:40,20.0,0:41,0.0,3:01,1.0,4:58,0.0,5:41,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
27,MALTAIS EMALTAIS Emma,F,0.0,0.0,0.0,0.0,0.0,0.0,15:16,22.0,0:41,0.0,4:53,0.0,4:28,0.0,5:55,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
15,DAOUST MDAOUST Melodie,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
50,CAMPBELL KCAMPBELL Kristen,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Canada,,
35,BOMAN IBOMAN Ida,GK,0.0,0.0,0.0,0.0,0.0,,20:00,,20:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
30,SODERBERG ESODERBERG Emma,GK,0.0,0.0,0.0,0.0,0.0,,40:00,,40:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
10,WAXIN MWAXIN Mina,D,0.0,0.0,0.0,0.0,1.0,-3.0,17:00,25.0,0:40,0.0,6:19,0.0,6:02,1.0,4:39,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
11,BOUVENG JBOUVENG Josefin,F,0.0,0.0,0.0,0.0,2.0,-2.0,14:17,18.0,0:47,0.0,6:35,1.0,3:43,1.0,3:59,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
12,NYLEN-PERSSON MNYLEN-PERSSON Maja,D,0.0,0.0,0.0,0.0,1.0,-3.0,18:48,26.0,0:43,0.0,6:29,0.0,7:16,1.0,5:03,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
25,LJUNGBLOM LLJUNGBLOM Lina,F,0.0,0.0,0.0,0.0,0.0,-2.0,15:40,23.0,0:40,0.0,5:58,0.0,3:45,0.0,5:57,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
28,LOWENHIELM MLOWENHIELM Michelle,F,0.0,0.0,0.0,0.0,0.0,-2.0,17:58,20.0,0:53,0.0,8:45,0.0,4:46,0.0,4:27,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
5,FALLMAN JFALLMAN Johanna,D,0.0,0.0,0.0,2.0,0.0,-1.0,12:05,23.0,0:31,0.0,5:32,0.0,3:40,0.0,2:53,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
9,ADOLFSSON JADOLFSSON Jessica,D,0.0,0.0,0.0,2.0,0.0,-2.0,21:33,32.0,0:40,0.0,8:40,0.0,5:05,0.0,7:48,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
17,LUNDIN SLUNDIN Sofie,F,0.0,0.0,0.0,0.0,1.0,-1.0,15:17,23.0,0:39,0.0,6:46,0.0,4:29,1.0,4:02,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
24,WIKNER-ZIENKIEWICZ FWIKNER-ZIENKIEWICZ Felizia,F,0.0,0.0,0.0,0.0,2.0,-1.0,16:43,24.0,0:41,1.0,7:27,1.0,4:41,0.0,4:35,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
27,NORDIN ENORDIN Emma,F,0.0,0.0,0.0,0.0,0.0,-2.0,14:58,22.0,0:40,0.0,5:54,0.0,4:42,0.0,4:22,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
3,KJELLBIN AKJELLBIN Anna,D,0.0,0.0,0.0,0.0,1.0,-2.0,19:23,26.0,0:44,0.0,5:28,1.0,5:47,0.0,8:08,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
8,BERGLUND EBERGLUND Ebba,D,0.0,0.0,0.0,4.0,1.0,-3.0,16:38,23.0,0:43,1.0,2:54,0.0,6:54,0.0,6:50,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
13,MUREN EMUREN Emma,F,0.0,0.0,0.0,0.0,0.0,-3.0,15:22,20.0,0:46,0.0,4:16,0.0,7:25,0.0,3:41,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
16,JOHANSSON LJOHANSSON Linnea,F,0.0,0.0,0.0,0.0,1.0,-2.0,11:49,18.0,0:39,1.0,3:01,0.0,5:31,0.0,3:17,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
29,CARLSSON OCARLSSON Olivia,F,0.0,0.0,0.0,0.0,0.0,-3.0,14:52,20.0,0:44,0.0,4:02,0.0,7:27,0.0,3:23,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
4,ANDERSSON LANDERSSON Linnea,D,0.0,0.0,0.0,2.0,0.0,0.0,8:23,16.0,0:31,0.0,0:55,0.0,3:05,0.0,4:23,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
15,JOHANSSON LJOHANSSON Lisa,F,0.0,0.0,0.0,0.0,0.0,-2.0,13:49,18.0,0:46,0.0,3:26,0.0,4:44,0.0,5:39,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
19,HJALMARSSON SHJALMARSSON Sara,F,0.0,0.0,0.0,4.0,1.0,-1.0,15:23,21.0,0:43,0.0,3:32,0.0,3:54,1.0,7:57,../../../en/results/ice-hockey/results-women-qfnl-000200-.htm,Sweden,,
